StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q5,Q62_First Click,Q62_Last Click,Q62_Page Submit,Q62_Click Count,va_f_1,va_c_f_1,Q13_First Click,Q13_Last Click,Q13_Page Submit,Q13_Click Count,gm_f_1,gm_c_f_1,Q63_First Click,Q63_Last Click,Q63_Page Submit,Q63_Click Count,ab_f_1,ab_c_f_1,Q65_First Click,Q65_Last Click,Q65_Page Submit,Q65_Click Count,pb_f_1,pb_c_f_1,Q64_First Click,Q64_Last Click,Q64_Page Submit,Q64_Click Count,sa_f_1,sa_c_f_1,Q67_First Click,Q67_Last Click,Q67_Page Submit,Q67_Click Count,br_f_1,br_c_f_1,Q66_First Click,Q66_Last Click,Q66_Page Submit,Q66_Click Count,su_f_1,su_c_f_1,Q68_First Click,Q68_Last Click,Q68_Page Submit,Q68_Click Count,su_n_1,su_c_n_1,Q69_First Click,Q69_Last Click,Q69_Page Submit,Q69_Click Count,ab_n_1,ab_c_n_1,Q70_First Click,Q70_Last Click,Q70_Page Submit,Q70_Click Count,va_n_1,va_c_n_1,Q71_First Click,Q71_Last Click,Q71_Page Submit,Q71_Click Count,gm_n_1,gm_c_n_1,Q72_First Click,Q72_Last Click,Q72_Page Submit,Q72_Click Count,sa_n_1,sa_c_n_1,Q73_First Click,Q73_Last Click,Q73_Page Submit,Q73_Click Count,br_n_1,br_c_n_1,Q74_First Click,Q74_Last Click,Q74_Page Submit,Q74_Click Count,pb_n_1,pb_c_n_1,gender,age,religion,education,politics_1,politics_2,Q79,PROLIFIC_PID,STUDY_ID
2021-08-08 17:03:54,2021-08-08 17:07:08,0,81.152.225.80,100,193,1,2021-08-08 17:07:09,R_2XnFM4Eez7Qo50d,,,,,55.002105712890625,-1.628692626953125,anonymous,EN-GB,1,6.13,8.89,9.568,2,32,68,6.54,8.524,9.13,2,0,100,10.355,11.771,12.625,2,69,0,6.17,7.804,8.465,2,100,100,7.395,9.603,10.294,2,0,100,4.758,6.494,7.429,2,69,68,8.751,10.279,10.973,2,33,69,7.141,9.006,9.929,2,0,100,4.579,6.403,7.05,2,100,100,7.855,10.831,11.645,2,33,68,5.854,8.854,9.47,2,100,100,6.459,8.26,9.007,2,0,100,4.868,7.1,8.05,2,67,68,8.268,10.099,10.859,2,100,68,1,61,1,2,5,5,5bb0e35556161d0001feccdc,5bb0e35556161d0001feccdc,610fa0817bba062b1fb158c5
2021-08-08 17:04:01,2021-08-08 17:07:29,0,86.22.232.83,100,208,1,2021-08-08 17:07:30,R_3QQT5aa5C1ZhMbg,,,,,53.4141998291015625,-2.227996826171875,anonymous,EN-GB,1,8.447,12.189,13.07,2,42,56,4.013,9.301,9.925,6,0,88,5.239,8.498,9.252,3,100,66,5.059,10.354,11.523,4,100,100,0,0,15.114,0,,,4.226,6.227,7.076,2,0,100,7.649,7.649,8.384,1,,83,1.32,9.907,10.567,3,95,95,4.92,8.959,9.908,3,16,75,4.083,7.212,8.08,4,32,100,6.202,8.521,9.422,2,67,69,0,0,7.444,0,,,0,0,15.006,0,,,7.195,13.23,14.016,4,31,71,2,20,1,3,1,2,5e94860a9ad2942dc5015711,5e94860a9ad2942dc5015711,610fa2dc06d18e9f8a5da6e9
2021-08-08 17:04:56,2021-08-08 17:07:32,0,82.132.225.170,100,155,1,2021-08-08 17:07:32,R_1Kw0QY4EWZZ32Ft,,,,,51.3488006591796875,-0.0321044921875,anonymous,EN-GB,1,1.988,8.59,9.029,7,21,72,3.158,10.059,10.505,6,67,30,0,0,1.688,0,,,4.295,11.718,12.128,7,61,70,1.229,9.066,10.212,7,69,62,3.427,4.636,5.231,2,21,60,4.952,7.463,8.368,4,34,67,1.272,8.232,8.653,5,79,77,5.823,9.787,9.814,3,69,44,4.6,10.452,10.899,6,31,67,4.985,7.085,7.561,3,37,38,5.1,8.951,9.995,7,61,29,5.289,6.843,7.614,3,13,88,3.101,11.696,12.176,6,19,84,2,18,2,2,2,2,60fbe88ccc3cd592b9f09ec9,60fbe88ccc3cd592b9f09ec9,610fa2dc06d18e9f8a5da6e9
2021-08-08 17:05:21,2021-08-08 17:07:52,0,82.33.16.119,100,151,1,2021-08-08 17:07:53,R_22FWVQpXXeAXKhm,,,,,55.9196929931640625,-3.145904541015625,anonymous,EN-GB,1,5.654,7.102,7.844,2,0,100,5.151,6.119,6.775,2,41,100,1.105,9.361,10.28,3,50,100,7.262,9.367,10.141,3,76,100,4.953,5.961,6.655,2,100,100,3.639,4.783,5.446,2,32,100,3.082,14.651,15.009,3,66,100,8.288,9.375,10.62,2,50,100,3.853,6.468,7.234,3,49,100,4.747,6.891,8.458,2,56,100,0.264,7.872,8.439,5,68,100,6.999,7.928,8.774,2,83,100,7.806,10.23,10.956,2,0,100,6.928,8.544,9.68,2,49,100,1,22,1,4,2,2,610472da8e3f1e531459b35e,610472da8e3f1e531459b35e,610fa2dc06d18e9f8a5da6e9
2021-08-08 17:04:11,2021-08-08 17:08:03,0,176.248.19.150,100,231,1,2021-08-08 17:08:03,R_2QPzghA3FnIoC7l,,,,,51.470306396484375,-3.281097412109375,anonymous,EN-GB,1,7.625,9.784,10.713,2,33,95,4.204,7.393,8.528,4,85,81,0.226,15.031,15.12,14,18,87,0.106,14.659,15.019,9,51,,6.079,14.64,15.124,4,60,80,5.371,7.088,8.255,2,14,87,11.474,14.88,15.118,4,13,64,8.474,12.964,15.021,4,86,91,5.841,10.181,11.078,2,14,85,12.063,13.572,14.491,2,15,82,6.771,9.654,11.117,4,17,78,8.844,12.287,12.823,6,15,82,5.602,8.43,10.437,3,7,88,10.969,14.161,15.021,5,33,,2,20,2,4,1,1,60fd3d4d4cdc49a9d837cf4e,60fd3d4d4cdc49a9d837cf4e,610fa2dc06d18e9f8a5da6e9
2021-08-08 17:05:05,2021-08-08 17:08:09,0,147.147.65.131,100,184,1,2021-08-08 17:08:10,R_1OK90lxLJfs4MFG,,,,,52.8079986572265625,-2.1118011474609375,anonymous,EN-GB,1,6.631,10.642,11.923,4,61,64,6.752,10.642,11.877,2,76,43,3.541,7.651,10.318,3,19,3,8.326,11.76,13.866,2,79,83,3.313,11.393,11.789,5,72,23,7.349,9.26,10.208,2,97,91,3.812,6.767,8.373,3,59,21,6.682,10.187,11.896,3,68,74,6.553,8.017,9.386,2,65,36,4.902,6.932,8.845,2,66,42,5.062,6.84,8.389,2,21,83,6.916,10.36,11.846,2,70,32,4.2,9.632,11.174,4,97,92,7.622,12.144,13.375,4,76,64,1,20,1,3,2,2,5e6ac50d59a3bd081e213ed1,5e6ac50d59a3bd081e213ed1,610fa2dc06d18e9f8a5da6e9
2021-08-08 17:04:25,2021-08-08 17:08:31,0,176.254.147.101,100,245,1,2021-08-08 17:08:31,R_cHIL8fy7I3RAY4V,,,,,53.3506927490234375,-2.334197998046875,anonymous,EN-GB,1,6.98,12.592,14.149,3,17,93,5.294,10.807,13.334,3,74,70,8.062,13.656,15.015,3,26,15,0.303,12.59,15.125,3,82,80,0.585,13.814,14.769,5,92,85,4.845,13.255,14.112,4,59,19,0.303,0.303,1.881,1,,,4.98,14.337,15.023,5,68,68,6.811,13.821,14.836,4,43,97,1.423,1.423,2.549,1,,,6.12,12.705,13.969,4,19,15,6.355,14.432,15.023,4,55,55,4.084,14.775,15.125,4,53,19,6.147,13.288,15.119,3,50,,2,59,1,4,2,3,606b30548d52ec2d857eed54,606b30548d52ec2d857eed54,610fa2dc06d18e9f8a5da6e9
2021-08-08 17:05:38,2021-08-08 17:08:36,0,78.144.141.204,100,177,1,2021-08-08 17:08:36,R_1d0m2HcudjFY78M,,,,,50.3679962158203125,-4.132904052734375,anonymous,EN-GB,1,3.642,5.101,6.286,2,43,71,3.695,4.776,6.763,2,51,51,0.296,11.509,13.264,3,20,15,7.852,9.49,10.551,2,69,69,3.705,6.269,7.653,2,93,96,8.552,10.543,11.966,2,34,55,13.418,15.034,15.113,2,68,65,6.685,9.358,11.616,2,87,90,3.775,6.154,6.979,2,69,32,5.337,6.904,8.001,2,24,36,3.436,5.778,6.669,3,56,39,9.98,12.49,13.576,2,88,95,4.63,8.797,9.467,4,10,90,10.591,12.988,13.522,2,87,86,1,36,1,4,2,2,5e4414e7445bef2992d2667a,5e4414e7445bef2992d2667a,610fa2dc06d18e9f8a5da6e9
2021-08-08 17:05:28,2021-08-08 17:08:36,0,86.177.169.38,100,187,1,2021-08-08 17:08:36,R_0AR5tPSwWFLODBv,,,,,51.2122039794921875,-2.6504974365234375,anonymous,EN-GB,1,4.992,6.525,7.733,2,26,77,4.015,7.256,8.005,3,73,66,6.203,7.504,10.978,2,100,72,6.746,8.602,10.062,3,62,83,7.026,9.361,10.45,2,50,55,3.287,4.546,5.405,2,40,56,7.523,9.171,10.013,2,20,92,7.266,8.813,9.991,2,100,97,5.48,10.731,11.615,5,49,69,4.353,7.052,7.803,4,38,76,5.177,6.473,7.295,2,25,84,8.288,12.28,15.114,2,35,74,5.923,7.367,8.42,2,59,56,10.314,13.574,14.06,3,44,66,1,18,2,3,5,6,61099252f0a90d8267d225ef,61099252f0a90d8267d225ef,610fa0817bba062b1fb158c5
2021-08-08 17:05:46,2021-08-08 17:08:40,0,94.6.204.255,100,174,1,2021-08-08 17:08:41,R_6JcjFxronJ3ybND,,,,,53.478302001953125,-2.139404296875,anonymous,EN-GB,1,4.791,6.369,7.219,2,10,83,4.843,7.271,8.085,2,72,40,8.263,10.288,11.209,2,79,7,9.161,11.3,11.789,3,89,99,6.624,8.048,8.99,2,69,30,4.172,7.474,8.018,3,19,46,6.081,7.679,8.556,2,50,45,10.871,14.06,14.66,2,74,72,3.678,6.687,7.889,3,12,83,6.368,7.755,8.518,2,35,40,3.446,5.601,6.648,2,57,30,6.873,9.35,10.413,3,59,31,4.498,6.098,6.787,2,0,91,9.682,11.623,12.43,2,0,98,2,19,1,3,2,2,60df7d0b3b25d55a5d8b4657,60df7d0b3b25d55a5d8b4657,610fa2dc06d18e9f8a5da6e9
2021-08-08 17:05:48,2021-08-08 17:08:45,0,90.197.144.102,100,177,1,2021-08-08 17:08:45,R_YQz1p2Zml5JcZqx,,,,,50.4788055419921875,-3.5446014404296875,anonymous,EN-GB,1,4.164,8.004,8.365,4,0,100,3.656,5.239,5.947,2,58,26,6.864,8.759,10.044,2,100,41,8.82,10.74,11.388,2,99,86,7.884,10.517,11.267,3,61,29,2.98,6.451,10.861,2,38,52,8.762,10.067,10.838,2,43,45,6.64,9.592,10.526,3,74,54,2.816,5.032,5.677,2,22,69,4.122,5.658,9.983,2,0,100,11.897,11.897,15.121,1,44,46,9.383,14.424,15.008,4,24,29,3.397,5.413,6.06,2,26,75,7.902,13.012,13.816,3,30,68,2,19,4,3,3,3,5ffe71d2898ab24e97147724,5ffe71d2898ab24e97147724,610fa2dc06d18e9f8a5da6e9
2021-08-08 17:05:40,2021-08-08 17:09:12,0,79.78.193.191,100,212,1,2021-08-08 17:09:12,R_1GDfMNNGTXEhUAl,,,,,51.3242034912109375,-2.9788970947265625,anonymous,EN-GB,1,5.827,11.032,12.56,4,100,100,5.15,9.103,10.327,3,0,100,8.104,12.314,13.065,3,69,25,0.589,10.977,11.909,4,100,100,4.582,7.75,8.557,3,84,86,4.883,7.522,8.473,3,67,73,5.616,8.902,9.675,3,0,100,6.485,14.211,15.012,3,57,55,7.198,10.261,11.639,3,50,69,4.648,6.983,7.698,3,100,100,4.539,6.646,7.542,3,100,100,7.46,11.119,12.138,3,69,71,10.347,12.074,15.01,2,66,51,7.271,11.864,12.81,3,100,100,1,18,1,4,4,4,610bd035f652bf4f1c072534,610bd035f652bf4f1c072534,610fa0817bba062b1fb158c5
2021-08-08 17:06:20,2021-08-08 17:09:19,0,109.155.37.212,100,179,1,2021-08-08 17:09:20,R_2PvNVgcGK4U8bmc,,,,,56.0157012939453125,-4.7528076171875,anonymous,EN-GB,1,5.144,9.946,11.291,5,32,100,2.665,5.974,7.998,3,100,100,0.324,8.535,9.892,3,69,69,3.671,10.2,15.016,2,88,35,4.637,10.768,12.177,3,0,100,5.372,7.399,8.32,2,69,39,3.197,5.776,6.7,2,69,73,4.825,6.618,7.213,2,100,100,3.935,6.628,8.285,2,0,100,3.598,5.562,7.258,2,0,100,3.28,7.725,8.302,3,0,91,7.619,9.786,10.738,2,0,100,6.307,9.773,10.888,3,70,73,8.668,11.626,12.572,2,0,100,2,20,1,2,1,1,5f117ad8f4d2180009794523,5f117ad8f4d2180009794523,610fa2dc06d18e9f8a5da6e9
2021-08-08 17:06:44,2021-08-08 17:09:20,0,2.220.158.36,100,156,1,2021-08-08 17:09:20,R_CkxYVBCEeQKHkeR,,,,,53.9882049560546875,-1.532196044921875,anonymous,EN-GB,1,5.857,7.564,14.204,3,2,90,0,0,3.572,0,,,4.422,10.672,11.172,5,33,24,6.104,7.047,7.473,2,100,100,9.476,14.879,15.116,4,70,73,6.356,9.949,10.336,4,90,89,6.61,8.748,9.496,4,37,76,0,0,0.037,0,,,4.878,5.643,5.981,2,72,84,5.457,7.643,8.052,3,26,93,0,0,1.944,0,,,4.318,5.812,6.238,3,70,62,6.342,7.897,8.262,2,71,88,4.629,6.64,7.122,3,69,63,1,48,4,4,6,5,5bad16bfd0e97100013f49ad,5bad16bfd0e97100013f49ad,610fa0817bba062b1fb158c5
2021-08-08 17:06:38,2021-08-08 17:09:49,0,82.15.232.76,100,191,1,2021-08-08 17:09:49,R_2ffh2b5F797M6GJ,,,,,50.8612060546875,-0.1194000244140625,anonymous,EN-GB,1,4.76,7.703,8.712,3,0,100,4.294,5.658,6.537,2,85,84,7.794,10.362,11.532,2,67,31,10.257,13.811,14.505,3,100,69,7.673,10.473,11.574,3,90,81,4.994,7.658,8.695,2,100,100,6.559,8.31,10.128,2,26,67,7.653,9.39,10.238,2,100,100,4.828,11.004,12.819,3,68,32,6.404,9.36,10.27,3,1,87,3.976,6.422,7.308,2,0,100,6.974,8.795,9.665,2,33,80,4.59,7.598,8.804,2,99,81,8.805,11.694,12.405,3,65,57,2,21,1,3,2,2,5d3b19a5b847f9001872a636,5d3b19a5b847f9001872a636,610fa2dc06d18e9f8a5da6e9
2021-08-08 17:05:56,2021-08-08 17:09:51,0,109.150.20.57,100,234,1,2021-08-08 17:09:51,R_vkLAp5EU1C5923D,,,,,51.6531982421875,-3.28900146484375,anonymous,EN-GB,1,1.036,12.916,14.403,5,59,84,6.295,10.812,12.096,4,95,100,0,0,1.736,0,,,12.542,12.542,15.038,1,64,95,9.494,14.567,15.109,4,81,83,4.812,6.842,7.931,2,96,93,10.623,13.734,15.119,2,66,82,0.087,12.264,13.089,4,90,93,4.93,8.483,9.625,2,0,100,5.228,7.523,8.902,3,97,100,7.517,10.111,11.27,2,0,100,8.976,11.068,12.66,2,0,85,8.346,8.346,15.113,1,95,,13.412,13.412,15.114,1,89,,1,25,1,4,5,5,5e21a6ee80e02e4722a3233f,5e21a6ee80e02e4722a3233f,610fa0817bba062b1fb158c5
2021-08-08 17:06:52,2021-08-08 17:09:52,0,80.41.161.232,100,179,1,2021-08-08 17:09:52,R_cO32NRDumtnywjn,,,,,53.3860931396484375,-1.406494140625,anonymous,EN-GB,1,5.289,8.17,8.902,2,34,38,3.593,5.46,6.758,2,77,48,0.398,13.628,15.01,5,86,79,5.772,10.335,15.015,2,72,62,0,0,0.286,0,,,5.679,6.973,8.609,2,27,32,4.076,5.977,6.796,2,38,44,8.152,11.901,15.012,2,100,100,4.317,7.257,9.648,2,18,91,4.638,5.951,6.649,2,65,59,5.398,7.142,7.895,2,4,89,0,0,15.007,0,76,,4.04,6.961,7.913,4,0,100,11.133,14.019,15.107,3,17,85,2,19,1,2,2,2,5fa172f66e1f192715cbb6cb,5fa172f66e1f192715cbb6cb,610fa2dc06d18e9f8a5da6e9
2021-08-08 17:05:13,2021-08-08 17:09:56,0,176.253.190.126,100,282,1,2021-08-08 17:09:56,R_qVLDZdRvhleW5pv,,,,,56.108795166015625,-3.347198486328125,anonymous,EN-GB,1,6.442,9.332,15.01,2,0,69,5.569,8.882,15.113,2,71,51,7.948,7.948,15.007,1,32,,14.611,14.611,15.021,1,72,,5.408,14.132,15.124,2,71,73,5.694,8.1,9.553,2,0,100,11.987,14.331,15.02,2,27,,0.542,11,15.018,3,100,73,11.501,11.501,15.019,1,51,,5.049,8.884,15.117,2,0,100,9.233,13.211,15.011,2,32,70,0,0,15.118,0,,,6.817,13.357,15.02,2,0,74,2.502,14.729,15.014,2,74,,2,48,1,3,2,3,5f5a4c243c24090caed13ab6,5f5a4c243c24090caed13ab6,610fa2dc06d18e9f8a5da6e9
2021-08-08 17:07:22,2021-08-08 17:10:06,0,92.40.192.222,100,164,1,2021-08-08 17:10:07,R_26hBfu88Q6GWii7,,,,,51.49639892578125,-0.122406005859375,anonymous,EN-GB,1,4.64,8.982,10.125,4,43,56,4.314,5.563,6.289,2,68,58,5.144,6.123,7.108,2,68,57,7.528,9.328,10.156,3,87,80,7.668,8.669,9.475,2,53,28,4.122,7.925,8.843,4,67,68,6.268,10.441,11.291,4,33,67,5.718,6.585,7.446,2,74,75,3.503,5.101,5.804,4,91,86,4.511,5.805,6.791,2,94,93,3.664,4.609,5.527,2,45,54,6.119,10.091,10.964,5,51,36,6.853,8.552,10.002,2,56,40,7.171,8.904,9.653,2,100,100,1,45,5,5,4,4,5b745e5224dc7900017e0d3e,5b745e5224dc7900017e0d3e,610fa0817bba062b1fb158c5
2021-08-08 17:06:32,2021-08-08 17:10:29,0,93.115.192.26,100,236,1,2021-08-08 17:10:29,R_294W1tjEL93rszQ,,,,,51.5063934326171875,-0.0200042724609375,anonymous,EN-GB,1,6.448,11.408,15.111,3,21,84,0.229,7.695,8.932,3,68,33,0.176,11.987,13.528,3,30,11,11.502,14.554,15.008,2,100,87,12.223,14.72,15.007,2,81,83,0.158,6.878,8.233,3,0,100,8.911,12.34,13.793,2,19,68,6.283,8.244,11.216,2,0,100,7.659,13.043,15.111,3,67,51,7.532,10.149,11.584,2,66,66,6.64,9.135,10.272,2,18,67,8.387,11.136,12.341,2,33,68,8.714,12.295,13.576,2,16,66,13.913,13.913,15.108,1,66,51,1,30,1,5,3,4,60fdb1d62062465c6d9f9ff6,60fdb1d62062465c6d9f9ff6,610fa2dc06d18e9f8a5da6e9
2021-08-08 17:07:16,2021-08-08 17:10:30,0,81.133.203.197,100,194,1,2021-08-08 17:10:31,R_8qfCRwcMQlC7fQl,,,,,53.623504638671875,-2.335205078125,anonymous,EN-GB,1,13.502,13.502,15.007,1,0,,2.546,4.18,4.963,2,81,68,4.735,6.822,7.918,2,34,15,6.443,9.041,10.186,2,80,63,6.144,9.078,9.96,2,68,40,4.017,6.397,7.708,2,30,55,6.004,8.301,9.291,2,68,40,4.76,7.986,8.937,3,80,72,4.513,7.771,8.595,3,56,37,4.232,7.24,7.829,3,0,89,1.75,9.018,11.178,2,18,66,7.296,9.312,10.464,2,68,71,5.495,8.17,9.446,2,19,83,10.589,13.573,14.323,2,70,38,2,24,4,4,2,2,60fd3d44ae0c4726645f5785,60fd3d44ae0c4726645f5785,610fa2dc06d18e9f8a5da6e9
2021-08-08 17:07:10,2021-08-08 17:11:17,0,89.243.121.125,100,247,1,2021-08-08 17:11:18,R_1jg3lEzylQQOpDi,,,,,52.5988006591796875,-1.997802734375,anonymous,EN-GB,1,5.943,14.887,15.018,7,23,,4.624,9.588,10.301,7,71,74,1.418,13.053,15.007,5,34,50,10.129,14.461,15.017,6,50,,7.011,10.981,12.738,5,31,,2.665,10.447,11.974,4,31,75,8.84,11.506,12.164,3,32,74,4.536,8.565,9.201,5,81,83,4.911,14.418,15.124,9,17,,2.921,7.555,8.325,4,50,,6.427,8.721,9.548,3,36,61,0,0,15.12,0,,,5.597,8.706,9.585,4,35,74,13.505,14.075,15.015,2,50,,2,46,1,5,2,3,5eba076ccf8a3114d759fdd0,5eba076ccf8a3114d759fdd0,610fa2dc06d18e9f8a5da6e9
2021-08-08 17:07:45,2021-08-08 17:11:26,0,82.69.94.224,100,220,1,2021-08-08 17:11:26,R_1lmDdVaoWCiU45Y,,,,,53.506195068359375,-1.0229034423828125,anonymous,EN-GB,1,5.173,6.621,8.662,2,19,72,3.684,5.228,5.997,3,81,70,6.894,8.659,9.351,3,,13,9.076,13.44,15.009,4,72,61,0,0,0,0,,,3.742,6.428,7.629,2,63,57,10.176,14.419,15.007,4,43,20,4.941,8.305,9.737,3,77,71,3.903,5.53,6.332,2,16,78,3.601,10.875,11.924,4,8,90,5.804,8.299,9.407,2,31,71,5.5,14.622,15.011,4,32,57,4.445,8.61,9.529,4,,16,5.41,11.907,12.943,4,37,37,2,18,1,3,2,2,5daf873601766600103d58a2,5daf873601766600103d58a2,610fa2dc06d18e9f8a5da6e9
2021-08-08 17:08:33,2021-08-08 17:11:32,0,125.192.137.144,100,179,1,2021-08-08 17:11:33,R_1HdhVC3IdVBsHEh,,,,,35.691802978515625,139.7001953125,anonymous,EN-GB,1,5.583,7.37,7.969,2,13,78,8.514,10.99,11.76,2,68,32,4.647,6.394,7.15,2,50,0,7.327,9.23,9.72,2,93,77,7.6,9.322,9.943,2,32,68,3.36,6.579,7.356,2,65,38,7.532,9.557,10.311,2,50,50,6.161,8.08,8.727,2,65,82,3.305,10.059,10.924,4,50,50,4.853,6.478,7.081,2,32,61,5.117,8.211,8.897,2,39,26,6.513,7.726,8.239,2,32,100,5.207,8.884,9.58,3,67,67,9.197,11.619,12.258,2,100,68,1,40,1,5,2,3,5bbd49d31860e20001088150,5bbd49d31860e20001088150,610fa2dc06d18e9f8a5da6e9
2021-08-08 17:08:51,2021-08-08 17:11:40,0,80.4.125.205,100,169,1,2021-08-08 17:11:41,R_1NC7hHyAQEqrbV1,,,,,51.3303985595703125,-0.26800537109375,anonymous,EN-GB,1,4.911,7.474,8.536,2,0,100,5.077,7.708,8.519,2,100,100,5.517,7.852,8.862,2,36,62,7.742,9.809,11.035,2,62,64,7.66,9.741,10.632,2,92,68,4.416,8.372,9.292,6,32,78,10.902,10.902,15.014,1,,,0.784,10.789,11.782,4,89,85,3.417,6.814,10.967,3,0,100,4.09,6.182,6.906,2,0,100,3.234,5.337,6.434,2,0,100,5.351,10.797,11.744,5,71,70,4.96,9.435,10.599,3,31,100,6.048,8.311,9.031,2,0,100,2,20,1,3,1,1,60fed8aeda68a475fd756013,60fed8aeda68a475fd756013,610fa2dc06d18e9f8a5da6e9
2021-08-08 17:08:47,2021-08-08 17:11:57,0,188.28.99.93,100,189,1,2021-08-08 17:11:57,R_uvV3Iuxhm2sDHXP,,,,,51.5074005126953125,-0.119598388671875,anonymous,EN-GB,1,0,0,1.771,0,,,4.854,8.975,9.837,3,69,75,1.049,14.238,15.083,4,79,9,11.47,14.769,15.008,2,62,72,0,0,15.011,0,,,0.509,8.289,8.977,4,27,65,8.098,10.331,11.705,2,27,33,4.654,6.14,6.888,2,81,89,1.998,10.441,10.93,7,78,82,6.183,9.547,10.119,4,13,90,4.893,9.208,9.971,3,34,70,8.179,11.422,12.402,6,31,78,4.826,7.978,9.46,3,28,97,8.937,10.634,11.479,2,23,71,1,26,1,4,2,2,5f1ef6c04a871e07289fae2e,5f1ef6c04a871e07289fae2e,610fa2dc06d18e9f8a5da6e9
2021-08-08 17:08:08,2021-08-08 17:12:04,0,82.39.61.128,100,235,1,2021-08-08 17:12:04,R_1pFj5Oc3TItXu0M,,,,,51.721893310546875,0.4810943603515625,anonymous,EN-GB,1,6.054,9.205,10.319,2,16,81,4.607,6.799,7.797,2,88,69,6.681,9.25,10.014,2,65,23,7.462,9.703,10.767,2,99,87,7.301,9.614,10.573,2,72,24,5.724,13.208,14.319,3,81,58,5.826,8.58,9.545,2,88,91,6.901,9.122,10.1,2,84,57,3.892,6.251,7.207,2,21,93,7.849,10.435,11.434,2,24,81,5.828,8.126,9.084,2,3,93,5.881,8.494,9.527,2,81,83,8.73,11.747,12.553,2,29,68,7.152,10.214,12.757,2,74,32,2,18,5,2,1,2,60eda99c035ff446fa04a919,60eda99c035ff446fa04a919,610fa2dc06d18e9f8a5da6e9
2021-08-08 17:09:45,2021-08-08 17:12:13,0,78.86.7.166,100,148,1,2021-08-08 17:12:13,R_sUc7qWZV296y5K9,,,,,51.49639892578125,-0.122406005859375,anonymous,EN-GB,1,3.294,4.624,5.055,2,6,90,2.907,4.138,4.592,2,80,83,3.698,7.342,8.19,2,34,82,10.464,12.477,13.233,2,77,78,1.41,4.389,4.941,3,76,84,6.301,7.913,8.45,2,72,35,1.646,5.672,6.223,4,68,59,1.318,4.271,4.752,3,97,98,2.452,5.995,6.705,4,78,5,4.138,6.015,6.688,2,83,13,3.349,5.509,6.077,2,5,85,3.959,6.745,7.227,4,7,91,2.926,4.981,5.429,3,8,88,5.076,8.444,8.988,4,0,100,1,18,1,2,3,2,5ecfcaafb0ade503bff948e0,5ecfcaafb0ade503bff948e0,610fa2dc06d18e9f8a5da6e9
2021-08-08 17:09:44,2021-08-08 17:12:36,0,94.11.20.17,100,171,1,2021-08-08 17:12:36,R_2CHyaWC6kfOF9V3,,,,,51.4031982421875,-0.9207000732421875,anonymous,EN-GB,1,3.959,4.958,5.597,2,52,70,3.071,4.244,4.736,2,38,71,5.633,9.986,10.676,5,29,34,10.56,12.895,13.648,3,61,64,8.15,10.934,11.568,3,53,58,4.351,6.631,7.136,4,59,71,8.343,10.236,12.262,3,30,72,3.881,5.373,5.913,3,69,75,6.287,7.769,8.276,3,90,84,6.578,9.101,9.697,3,98,92,6.333,7.31,7.728,2,69,66,5.124,5.124,5.979,1,,,7.957,10.503,11.317,4,33,32,9.4,11.368,11.854,3,71,69,2,51,5,4,4,4,5dbdce4e988c3d2feccca774,5dbdce4e988c3d2feccca774,610fa2dc06d18e9f8a5da6e9
2021-08-08 17:08:55,2021-08-08 17:12:48,0,176.24.198.181,100,232,1,2021-08-08 17:12:48,R_xhlmZEO00brb161,,,,,53.115997314453125,-3.039703369140625,anonymous,EN-GB,1,4.746,7.957,9.084,3,26,89,7.275,12.727,15.006,4,59,22,0.438,14.933,15.006,4,85,59,14.907,14.907,15.006,1,92,,10.074,12.516,15.116,2,61,51,0.062,12.418,14.877,3,35,69,8.149,10.679,11.64,4,22,90,11.008,12.177,15.11,2,100,98,2.642,10.713,11.616,6,83,79,5.475,8.542,9.228,4,32,91,5.388,7.965,8.918,2,58,23,9.635,12.926,13.67,4,37,61,8.108,10.191,10.999,3,57,58,14.656,14.656,15.007,1,,,2,22,1,4,3,5,5f1c90c46ad5235448c81f74,5f1c90c46ad5235448c81f74,610fa2dc06d18e9f8a5da6e9
2021-08-08 17:09:54,2021-08-08 17:12:57,0,82.46.50.18,100,183,1,2021-08-08 17:12:58,R_ZlgqPa7ugFtFAyZ,,,,,50.398895263671875,-4.172698974609375,anonymous,EN-GB,1,3.685,7.468,8.366,5,23,98,3.516,10.444,14.193,6,31,52,4.261,5.458,6.964,2,67,100,6.927,8.79,9.814,2,55,97,0.326,11.001,12.26,8,0,88,4.369,8.184,9.501,6,73,32,0.596,10.392,11,4,100,100,3.741,7.733,8.558,5,32,85,3.318,13.543,14.66,10,0,100,5.778,14.458,15.061,11,55,,3.558,6.144,6.981,3,73,31,4.264,7.054,7.773,3,13,89,5.961,5.961,7.054,1,,34,14.933,14.933,15.109,1,76,,2,22,1,5,1,1,5e4ef9413c7fc1000aeade37,5e4ef9413c7fc1000aeade37,610fa2dc06d18e9f8a5da6e9
