"","PROLIFIC_PID","key","resp","type","order","issue","gender","age","religion","education","politics_1","politics_2","RL","resp2","reflection_resp_O1","reflection_topic","reflection_time","explain","reflection_resp_O2"
"2069","5fa8666e05b82e6e5453b6af","ab_c_f_1","0","Factual","Second-order","Abortion","1","31","1","4","2","3","Left",5,67,"Vaccines",52.895,"It's accepted that citizens have free will/freedom of choice, so it seems unethical to make it mandatory for the child to have a vaccine against parent's wishes.    However, it partly undermines the vaccine programme when unvaccinated children are in contact with others through normal life situations.  Education about the vaccines and trying to reach an understanding of why the parent does not want their child vaccinated seems to be the balanced approach.",58
"2070","6037919c2b5de32d6ebaee90","ab_c_f_1","100","Factual","Second-order","Abortion","2","20","2","4","3","5","Right",100,100,"Surrogacy",51.158,"As long as all parties are giving consent I see no reason why surrogates should be illegal.",85
"2071","5f569fccba207c0fe4789cf8","ab_c_f_1","95","Factual","Second-order","Abortion","2","20","1","3","2","3","Left",71,67,"Sexual Assistance",94.632,"Everyone has the right to a fulfilled sex life, and if people with disabilities feel they need help in achieving that by use of some form of sex workers then that should be understood by the government and they should give some form of help in them achieving that.",70
"2072","5f639c21192b540a86e6e559","ab_c_f_1","0","Factual","Second-order","Abortion","2","36","1","2","4","4","Left",51,0,"GM Crops",47.508,"The reason why is it is more eco friendly and means less animal cruelty.",100
"2073","59d81de7ece378000107f2ed","ab_c_f_1","25","Factual","Second-order","Abortion","2","26","1","4","2","2","Left",58,82,"Surrogacy",48.494,"I believe that if a woman wishes to bear s child for another person/s in exchange for payment or otherwise then they should legally be able to make that decision regarding their own body.",82
"2074","605f06b58ee1ab0701e096b6","ab_c_f_1","39","Factual","Second-order","Abortion","3","19","2","3","1","1","Left",60,0,"Vaccines",50.777,"not vaccinating your kids is selfish and could kill them and others. Many immunocompromised or people who are allergic who cannot have the vaccine could die because of the loss of herd immunity if the antivax movement keeps growing.",69
"2075","5e58b75cc713f80bf5605d34","ab_c_f_1","95","Factual","Second-order","Abortion","2","48","1","3","1","1","Left",23,54,"Abortion",63.024,"A human fetus is a living thing and living things should be respected but that doesn't take away from the fact that it is sometimes necessary to terminate that life for the sake of the mother.",36
"2076","5d87aa1f1af55f00010adb4b","ab_c_f_1","8","Factual","Second-order","Abortion","1","56","1","2","1","2","Left",15,90,"Transgender Teen",63.753,"I believe that it is the responsibility of the parent to look after a child until the child is old enough to make a properly considered decision. During puberty a child has a mix of emotions and I don't believe they should be able to make such a huge decision. Once they have matured they can make what ever decisions they want.",67
"2077","5f25ae44546c5a26eabe8a14","ab_c_f_1","100","Factual","Second-order","Abortion","2","25","6","5","1","1","Left",24,14,"Animals in Research",65.317,"It just seems really inhumane and mean to hurt other beings just for our sake. It is not completely unacceptable though as I  can try to understand why it is necessary. However, in the times we live in, I believe there is some way of testing without hurting other animals.",70
"2078","5a3509e4c572530001a68adc","ab_c_f_1","68","Factual","Second-order","Abortion","2","59","4","4","2","1","Left",58,67,"Vaccines",82.008,"I believe that people have right to do so. I see erosion after erosion of our human and civil rights go undefended yearly. I also grew up in the sixties and many of my peers in school had thalidomide, and varying degrees of disability, thanks to a vaccine that told women it was good for them and they needed it.",66
"2079","5cf6ad46041d260015e5d794","ab_c_f_1","20","Factual","Second-order","Abortion","1","27","2","4","5","6","Right",26,66,"Sexual Assistance",67.492,"Everyone deserves to achieve sexual gratification. However, I am not sure that that should be state funded? Although every other part of health care is, so why not this too? I am not sure that is is a vital part of living, hence my low confidence.",15
"2080","5f0870cb05b21706af31487b","ab_c_f_1","80","Factual","Second-order","Abortion","1","21","2","4","1","4","Left",79,36,"Abortion",59.18,"A human fetus has no way in which to express itself or its feelings, while it is still a living being, it does not exist in the same way humans who have been born do. We do not see seeds in the same way we see plants for example. There are also already restrictions in place at a point in a pregnancy when it is deemed the fetus does have a right to live, the point at which abortions are no longer allowed. Moreover, in cases where the continuation of a pregnancy would impact the mother, physically or mentally, it is her decision to make, and in all likelihood she (a human who also has the right to live and has done so for however many years) is far more entitled to make that decision than the unborn, unconscious, undeveloped fetus surviving off of her body.",33
"2081","601fd27860b197531ca7bdcc","ab_c_f_1","0","Factual","Second-order","Abortion","1","32","2","5","6","6","Right",0,69,"Surrogacy",52.109,"I believe surrogacy should be legal because it allows individuals to have a baby of their own when it may otherwise not be possible. By bearing a child for someone else, the surrogate parent helps others to achieve their dreams and receives a monetary reward at the same time.",32
"2082","5e94ca3f591abe0c7d9f4a2a","ab_c_f_1","68","Factual","Second-order","Abortion","2","51","1","4","2","3","Left",66,68,"Animals in Research",60.635,"I feel that all other possibilities for testing should be considerd first, however there are some instances in research into life saving treatments where an animal model is the only possibility.",34
"2083","601712d08ca6a990c55c804f","ab_c_f_1","3","Factual","Second-order","Abortion","2","18","5","3","6","6","Right",21,32,"Transgender Teen",46.458,"Some parents wouldn't want their kids to be transgender hence they wouldn't give the kids freedom because of their own opinions. That's why I think minors do have a right about choosing to use puberty blockers more than their parents.",100
"2084","5efa0eb2fce41c0c97d19210","ab_c_f_1","92","Factual","Second-order","Abortion","2","33","2","4","3","3","Left",88,31,"GM Crops",107.616,"I think that banning it would probably have an impact on our current food supply. I don’t think there is an ethical or moral argument to it as it is plants being modified, not animals. I see it as a more refined version of ‘breeding’ plants for better qualities. It is deemed safe and provides crops resistant to certain things making it easier to grow for large populations.",30
"2085","600b4da707aa661ccecc7bc3","ab_c_f_1","32","Factual","Second-order","Abortion","1","24","1","3","5","4","Right",51,67,"Transgender Teen",65.579,"minor hasn't development enough life experience to make a life changing decision such is that so i feel it is appropriate for the parents to intervene at some point along the way.",72
"2086","6010881f9d50041969d02ccd","ab_c_f_1","22","Factual","Second-order","Abortion","2","27","1","5","1","2","Left",34,33,"Sexual Assistance",68.727,"Depending on the source of sex workers this could be an unethical activity for the government to be involved in. I don't necessarily believe that disabled people need that level of help to have sex, however, I do not interact with any disabled people in real life so I have no idea of their own views on this.",34
"2087","5f72275d0e4774118b06068a","ab_c_f_1","0","Factual","Second-order","Abortion","2","29","1","4","4","4","Right",0,45,"Sexual Assistance",48.687,"It’s not something I’ve really thought about before, I guess the main thing that I thought is that there are other groups in society who might also not be able to, for example anxiety or mental health or general shyness so they might also not be able to.",23
"2088","5ded4488958094406c345402","ab_c_f_1","68","Factual","Second-order","Abortion","1","51","2","3","5","5","Right",72,83,"Abortion",52.078,"it is an unborn child and should be respected because of this",99
"2089","5c41bfebf7c8890001d0947b","ab_c_f_1","32","Factual","Second-order","Abortion","2","34","2","2","5","4","Right",33,32,"GM Crops",48.442,"I don’t think they should because they may be able to modify crops to our advantage and be more sustainable.",68
"2090","5d04c56a0b54cc0001dad608","ab_c_f_1","1","Factual","Second-order","Abortion","2","60","1","3","5","5","Right",9,35,"GM Crops",46.483,"Don’t think they should ban all gm products as research has gone into this and things are not approved unless safe",39
"2091","5eb561131434b1053a77d85d","ab_c_f_1","51","Factual","Second-order","Abortion","2","45","4","4","6","6","Right",100,29,"Vaccines",51.723,"When parents refuse to vaccinate their children they are putting them at risk of getting a preventable illness which could make them ill or die. This is child neglect. As well as putting their own children at risk they are risking the wellbeing of other children as we have to have a certain number of them vaccinated to prevent the illness in our country altogether. That is causing harm to others.",68
"2092","5aa67bd189de8200013f7548","ab_c_f_1","29","Factual","Second-order","Abortion","2","77","1","2","2","3","Left",0,67,"Sexual Assistance",119.202,"I feel that disabled people should be helped in all ways and to be given equality of opportunity in all ways.",61
"2093","5fd7772607bd47085d6397ff","ab_c_f_1","51","Factual","Second-order","Abortion","1","59","2","3","4","6","Right",23,70,"Surrogacy",47.193,"If a surrogate has committed to the arrangement and it is quite happy to do so, I don’t see an issue with the agreement",70
"2094","5ea199bf2e40a10477cf6426","ab_c_f_1","59","Factual","Second-order","Abortion","2","59","4","2","5","5","Right",61,60,"Vaccines",52.13,"Although it is usually to the advantage of everyone that people are vaccinated sometimes the are reasons why someone can’t or won’t and if a parent feels strongly about it then it their right to chose.",76
"2095","5f50b99ab3296f048b95f214","ab_c_f_1","100","Factual","Second-order","Abortion","2","50","1","3","7","6","Right",98,6,"Vaccines",47.425,"Depending on the parents' education, religious affiliation, or naivity they could be completely uninformed and haven't researched vaccinations.",89
"2096","5de3d4fc1d61c93cd498bb92","ab_c_f_1","76","Factual","Second-order","Abortion","1","48","1","2","4","6","Right",44,56,"Vaccines",131.588,"It is the parents role to look after and protect their children to the best of their ability.  Whilst it may be considered that ensuring that their children is how best to do that, parents might consider side effects to be of greater risk.  So long as the parents are made fully aware of all the risks and benefits from vaccines to make an informed decision, the final decision should be theirs.  The alternative would be state mandated treatment or decision making. Once you introduce state mandates like this where does it end?  Eugenics?  What about diets?  We already have recommended amounts of sugar and salt for health reasons should these be mandated?",33
"2097","5e9495b99622ec7effcf78b5","ab_c_f_1","100","Factual","Second-order","Abortion","2","23","5","3","6","6","Right",100,67,"Animals in Research",46.268,"I believe that if it is the only way to test a certain aspect, it is acceptable as it is for the greater good however the part I struggle with is the lack of informed consent on the animal's behalf and the idea that animals may suffer in the testing of these products",45
"2098","5e83b9e3e3a9da1163fdd0dc","ab_c_f_1","100","Factual","Second-order","Abortion","1","43","1","3","7","7","Right",77,83,"Sexual Assistance",187.249,"Sex is incredibly important - mentally and physically, my point of view is from my own perspective if I couldn't have it, barriers for disabled people having  sex and the positives and negatives of paying for sex and there being a paid for or assisted avenue if the person wanted it.",100
"2099","5f9aae822613ea1dc16de51f","ab_c_f_1","84","Factual","Second-order","Abortion","1","67","4","2","6","6","Right",85,75,"Transgender Teen",97.877,"This is a really tricky subject. Are minors really able to make such potentially life changing decisions at such a young age? Given the amount of publicity, news time and social media content dedicated to this and similar issues I feel that many youngsters are being pressured into considering TG as an option and it needs a guiding influence from the parents here to try and make sure that this really is a path that their children want to take.",62
"2100","5eb1945863326f0b0136d4cf","ab_c_f_1","77","Factual","Second-order","Abortion","2","43","5","5","2","3","Left",65,32,"GM Crops",47.564,"I believe that scientists can be trusted to carry out good research prior to introducing new GM crops, and the benefits could be great.  For example the ability to develop drought resistant crops to improve food production in developing countries. I do think though that the checks put in place need to be increased and all GM crops need to be monitored as well as efforts put in to protect wild species and varieties.  monoculture is also bad and so governments should not have to ban GM, but should be required to reserve certain percentages of space to cultivate wild species and protect biodiversity.",68
"2101","5f6cb8a85bd7ab0a429a3a66","ab_c_f_1","68","Factual","Second-order","Abortion","1","30","1","4","7","4","Right",57,67,"GM Crops",55.207,"The consequences of consuming genetically modified crops may not be knowable for decades and any ill health effects caused by consumption would be on the government's watch.",68
"2102","5e9c66440e3337000af577ce","ab_c_f_1","5","Factual","Second-order","Abortion","2","53","2","4","5","5","Right",1,32,"Abortion",48.832,"I believe in the right of the mother to choose as to whether to abort thought I do not think that abortion shouold be used as a regular form of contraception.  A woman should not be forced to go through childbirth  if this is not what they want - why bring another unwanted child into the world?  I do however think that counselling should be given before hand and that the decision should not be taken lightly.  There are some cases when it could be very traumatic for a woman to go through pregnancy - when theis is due to rape or abuse for example.  Ultimately it should be up to the woman to choose.",33
"2103","5cd5a9c1238fd500170142be","ab_c_f_1","70","Factual","Second-order","Abortion","1","20","5","2","6","4","Right",58,90,"Abortion",51.329,"I'm religious so I'd be more biased towards life starting at conception. However I recognise there are extreme cases where the mother's life may be at risk because of the Feotus",84
"2104","5dc0257aff9c98465fc57ada","ab_c_f_1","15","Factual","Second-order","Abortion","2","55","4","5","4","4","Right",18,66,"GM Crops",79.352,"no foods will be as good or healthy for you as naturally produced foods.  the full safety profile of gmf is still unknown so people are consuming foods they don't know are truly safe or not. so for that reason it would be prudent for the government to ban them. however, to do that would put other foods and beverages into question - junk food, food containing 'Es' etc - alcohol etc - all contain things that are bad for us, fast food is bad for obesity etc - so should we ban all foods which aren't natural? economically speaking that is impossible so we are left with the dilemma of how to deal with gmf. educate people and let them make their own minds up but have a choice of affordable foods available...",55
"2105","5fff2ff5a3b2586a690ee807","ab_c_f_1","60","Factual","Second-order","Abortion","2","28","1","4","2","4","Left",39,100,"Transgender Teen",59.142,"I think puberty blockers to minors can be very damaging long term. They might perhaps grow older and have different feelings about their identity and puberty blockers could cause further irreversible problems for them. I believe they should be older to really make this kind of decision.",100
"2106","5ea9a0eabb89690d039f6b52","ab_c_f_1","0","Factual","Second-order","Abortion","1","33","1","4","2","2","Left",3,47,"Abortion",48.839,"It's obviously a complicated question but I believe that the rights of a mother, who has lived up to the point of conceiving, outweigh the rights of an unborn fetus which is still in the process of developing. Depending on the metric the fetus could be considered alive or not, but I don't believe that automatically disregards the safety/choice/health of the mother.",37
"2107","5f48cdc990753303812ff6fd","ab_c_f_1","30","Factual","Second-order","Abortion","2","30","2","4","6","6","Right",100,74,"Transgender Teen",97.666,"I do believe that parents should be able to have a say as it is a minor and due to age they may be confused/not understand fully the repercussions of their actions and you would not want them to make the wrong decision. It is a decision that should not be made lightly. I understand that there are exceptional cases where parents do have prejudices and do not have the child's interest in mind and in this case I do believe there should be a way in which the minor can get the help and support they need.",100
"2108","5ef22f072cc4760ffca88262","ab_c_f_1","30","Factual","Second-order","Abortion","1","61","1","3","4","4","Right",2,23,"Animals in Research",93.253,"I do not like animal testing for makeup but if it is for medical purposes and if there is no alternative",74
"2109","5d5e66b3844f160001f24150","ab_c_f_1","19","Factual","Second-order","Abortion","2","62","1","2","4","4","Right",9,32,"Vaccines",109.875,"Vaccinations offered to citizens are known to be safe - certainly safer than the disease they are used to prevent. I appreciate that a parent has rights over their child, but the child also has rights to be protected from potentially life-threatening disease. Our scientists and doctors are much more qualified to judge a vaccination than a parent. And as some vaccinations protect other people as well, the parent has no right to risk the health of the general population.",58
"2110","604f810cdaf2d3e0052c9594","ab_c_f_1","59","Factual","Second-order","Abortion","2","18","4","3","5","2","Right",62,84,"Surrogacy",65.286,"surrogacy allows other females to have a child when they cant carry their own, although there's other option such as adoption most couples will want one of their own in the world which leaves surrogacy. surrogacy should remain legal because its also a way others make a living for a good course.",87
"2111","5fe7bef41d6cb466862f6f26","ab_c_f_1","1","Factual","Second-order","Abortion","1","56","2","5","5","5","Right",11,31,"Sexual Assistance",57.475,"Limited funds need to be distributed according to benefit. This is not a subject I have any experience of",18
"2112","5f63571470efad0009c8f1c7","ab_c_f_1","30","Factual","Second-order","Abortion","2","37","1","4","5","5","Right",68,100,"Transgender Teen",89,"I think minors can be easily mislead or pressured into making decisions. They may also not yet be emotionally mature enough. Such procedures are very serious and may even be irreversible so I believe the consent of a parent or guardian should be required so they can ensure that the minor is fully aware of the consequences and is sure this is what they want.",100
"2113","5ced2b44c0267f0001445982","ab_c_f_1","0","Factual","Second-order","Abortion","2","52","1","2","4","6","Right",0,32,"Abortion",88.68,"I think that once it is developed enough to survive outside of the mother's body, then it is a being in its own right.  I do not believe that a mother should be forced to continue with a pregnancy before that point, as she has rights of her own over her body.  I do however concede that it is a tricky decision I have made, which is why I wasn't too confident of it.  I am without doubt pro abortion though, but with stipulations.",17
"2114","5f5a292573b827085d758463","ab_c_f_1","52","Factual","Second-order","Abortion","2","52","4","3","6","6","Right",83,78,"Vaccines",46.202,"There is such a thing as freedom of choice but that has to also be weighed up with the welfare of the child, hence why I chose the score I opted for",79
"2115","5e6684fbad227705baafcd27","ab_c_f_1","75","Factual","Second-order","Abortion","2","60","1","2","5","6","Right",0,67,"Abortion",122.159,"I believe that all life is precious but I also believe that women have the right to do what is best for themselves. There are times when an abortion would seem the best option, for example if the fetus has nor formed correctly or stands little chance of survival after birth, or if the mother's health is at risk. Also, is it better to abort a fetus that has not yet know real life rather than make the mother go through with having the child to then resent and abuse it?",34
"2116","5e36f262185582000ae281b4","ab_c_f_1","58","Factual","Second-order","Abortion","2","54","2","3","7","7","Right",35,0,"Sexual Assistance",70.847,"There are lots of other needs that disabled people require, that should be subsidised first.  Sexual needs being met and not priority.",0
"2117","5c82f2e2d6a4d0000164091e","ab_c_f_1","73","Factual","Second-order","Abortion","1","44","2","5","6","6","Right",0,82,"Abortion",158.661,"Its so hard to give a definitive answer as it can depend on the context that somebody falls pregnant.",67
"2118","5ec107c5a81ee01731ccaebf","ab_c_f_1","0","Factual","Second-order","Abortion","1","31","2","4","6","6","Right",0,33,"GM Crops",48.816,"Food is becoming scarcer and scarcer globally so we need to keep all options on the table.",0
"2119","5ec96c05d06880489cae0e85","ab_c_f_1","69","Factual","Second-order","Abortion","2","19","5","4","4","5","Right",70,67,"Vaccines",58.22,"vaccinations have been made for a reason to help prevent and eliminate disease and so should be given to help but as we are not educated enough to understand everything that is in them we are become scared and unsure. If a parent was not to get a vaccine they may also prevent their child from getting it also and as the child is not seen as capable for making their own decision then this is ok for the parent to decide. however there is the matter of the shots you get as a child which i see a necessary and this is were i find that the parent should be told that they need to get the shot",34
"2120","5a8d7f63eea3d300016eb5a4","ab_c_f_1","78","Factual","Second-order","Abortion","2","55","5","3","6","4","Right",82,68,"Surrogacy",59.086,"If it is made legal, then the surrogate mother cannot change her mind when she has given birth, as it is not fair for the parents who have paid the surrogate a lot of money and who are more than excited to having a new baby, only for their lives to be shattered, so if it is made legal, then documents and contracts can be signed and sealed.",68
"2121","5c5b55ce32810e0001c3456b","ab_c_f_1","0","Factual","Second-order","Abortion","1","53","4","6","6","4","Right",0,57,"Animals in Research",47.742,"I'm not confident in my answer; I don't see how you can be confident in making a decision based on personal views and feelings - everyone is different. My answer to the first question is that I believe no animal testing is justifiable unless for a very serious disease or illness for which there is no human or artificial alternative remotely possible. It should be the last resort.",50
"2122","5edfeebaecf5a0318788d731","ab_c_f_1","66","Factual","Second-order","Abortion","1","38","4","2","5","3","Right",71,55,"Surrogacy",48.439,"someone wanted a child with that particular surrogate mother",55
"2123","5d83b4c19358b400013494e8","ab_c_f_1","69","Factual","Second-order","Abortion","2","","5","2","6","6","Right",78,100,"Abortion",67.094,"A foetus does have a right to have a life just as much as anyone else. A life is living.",100
"2124","56be1c3a202307000dcbb020","ab_c_f_1","2","Factual","Second-order","Abortion","2","48","2","4","5","5","Right",5,48,"Abortion",100.535,"It depends on the age of the foetus and whether it can feel or think, generally in the early days I would think it does not have the right",13
"2125","5e3f04fdb721da159417a725","ab_c_f_1","31","Factual","Second-order","Abortion","2","51","5","2","3","6","Right",15,96,"Surrogacy",48.02,"There are many couples who want to raise children and for one reason or another cannot do this the ""normal"" way so by having this option to start a family i think it is a fair and valid idea",98
"2126","5ea026ebbc5a78011ea73ffb","ab_c_f_1","84","Factual","Second-order","Abortion","1","76","4","2","7","7","Right",0,67,"Abortion",66.635,"I think it depends on the age and how healthy it is",30
"2127","5ea1950819664f04542a50bf","ab_c_f_1","81","Factual","Second-order","Abortion","2","80","4","4","6","5","Right",85,33,"Vaccines",103.257,"As a parent ,you have a duty to offer your child full protection against contagious disease which can often be very serious. In more recent years some parents have refused to allow their child to have the measles jab. As a result of this we have seen a surge in measles cases ans indeed some deaths as a result. It is up to the parent to take full responsibility for heir child,. Who, in later years, would want to be responsible for the death of their child, or to help cause an epidemis because of lack of vaccinations?. In this country we are SO lucky to have these vaccinations offered on the NHS for all children and it is oyr DUTY  to the child ,to us and to society to see that these vaccinations are received",79
"2128","5efd22056ec55516587f32a6","ab_c_f_1","5","Factual","Second-order","Abortion","2","23","1","4","3","5","Right",6,70,"Animals in Research",58.504,"I feel like humans are more important then other creatures but I'm not sure if testing on other animals really is the best way to get improvements.",44
"2129","60426c0e66114012c57cbb6f","ab_c_f_1","0","Factual","Second-order","Abortion","1","29","4","4","5","6","Right",10,74,"Abortion",64.639,"A human life has been conceived and deserves the chance to live. It deserves some voice.",67
"2130","5ea15f2e173fb7000932a6ff","ab_c_f_1","23","Factual","Second-order","Abortion","1","62","2","1","4","5","Right",20,59,"Animals in Research",83.868,"I think limited testing is acceptable to a degree. There must be a tremendous of historical data on testing already in existence, therefore we should be able to draw enough knowledge. As regards to the animals, no other forms of life come close to resembling a reaction that could effect a human being in testing for medical purposes without having a strong emotional bond.",66
"2131","5f9932d4ae84ec000947a76c","ab_c_n_1","20","Normative","Second-order","Abortion","1","22","2","4","5","4","Right",26,68,"GM Crops",46.775,"GM crops are modfied by scientists, to a high degree of quality. These changes can be similar to ones intrododuced via breeding, but done without the many generations needed. However, the benefit of a multi-generational method of introducing new variants or cultivars may be that possible detriments to the new plant in question have time to be identified and have a decision made on whether the plant is viable, or suitable for consumption.   GM crops lack this, and whilst that, along with the finer ability of manipulation over conventional breeding GM posesses, may not pose a problem to experienced geneticists, it opens up the possibility of human error or inexperience to the food we eat; there is a possibility that a detrimental feature may be approved unknowingly.",84
"2132","5dad8ad869db130014bcab50","ab_c_n_1","96","Normative","Second-order","Abortion","1","35","1","3","2","1","Left",82,75,"Transgender Teen",48.055,"I believe by around 18, if a teenager has spent a reasonable amount of time (perhaps 2 years+) and has had in depth therapy and they still believe they want it then they should be allowed. They should be fully informed of any risks and consequences of having it done",81
"2133","5f06418cbbc417198f135646","ab_c_n_1","82","Normative","Second-order","Abortion","1","36","1","4","6","6","Right",37,0,"Vaccines",46.701,"Available data from recognisable, credible sources show chances of serious side effects are v v low",100
"2134","5ee0e3adf4ec4b45e595d3b9","ab_c_n_1","72","Normative","Second-order","Abortion","2","28","1","4","3","5","Right",60,100,"Transgender Teen",48.063,"although you may feel very mature age 16+ i believe you see life in a very different way from around 21+. Therefore, having irreversible surgery any earlier could have a very detrimental effect later on in life. If you are passionate about something you would be able to wait to have it done.",100
"2135","5df0a8f97505ad0f45eca4d7","ab_c_n_1","9","Normative","Second-order","Abortion","2","25","2","5","1","4","Left",75,6,"Surrogacy",77.265,"Surrogate mothers are giving the gift of a child to parents who can’t have children. In my opinion, the woman would have to be willing and looked after to become impregnated and carry someone else’s child. They are helping others and being paid. They would know beforehand that it would change their body, be painful and that they would have to give over the baby.",79
"2136","5a8e4821aa46dd00016bfbe0","ab_c_n_1","100","Normative","Second-order","Abortion","2","27","1","5","2","2","Left",100,68,"Sexual Assistance",46.179,"I'm really unsure what needs they have or what sort of assistance is being referred to. I assume assistance would always help those in need, but perhaps some would be ashamed or embarrassed for needing it.",0
"2137","5f5dfff97e4af265f584eb9d","ab_c_n_1","83","Normative","Second-order","Abortion","2","23","5","4","2","2","Left",100,69,"Animals in Research",46.857,"If animal testing is the only option for medical research then it is fine as human lives are priority",80
"2138","5c0d8ae6beb9f90001c971f6","ab_c_n_1","5","Normative","Second-order","Abortion","1","41","4","4","3","3","Left",12,34,"Animals in Research",51.259,"I believe that animal testing isn't necessary to prove the safety of biomedical products. I believe this because a product being tested may show different results in animals than it does in humans so therefore may not be an accurate indication of a products safety in humans. Despite similarities in human and animal biology I still think that there are enough variables so as to give inaccurate results.",67
"2139","603667a0bb3afb64901304ab","ab_c_n_1","100","Normative","Second-order","Abortion","2","19","1","4","3","1","Left",100,14,"Vaccines",46.947,"I believe that very mild side effects of vaccines are quite common but that severe reactions are extremely rare.",83
"2140","5d0a5d36d41b4b00172c3cc9","ab_c_n_1","0","Normative","Second-order","Abortion","2","23","1","4","2","3","Left",32,36,"Surrogacy",45.986,"I think if they have chosen to do it and are being financially compensated then it is ok.",40
"2141","5ea164f576aac4000ad322bd","ab_c_n_1","87","Normative","Second-order","Abortion","2","59","2","4","6","7","Right",68,67,"Sexual Assistance",51.317,"people with physical disabilities might find it difficult to engage in sexual activities and in order to help them they could purchase sexual help.  This implies that they make the decision to spend their money on this not that the purchase should be funded by the state",34
"2142","5e22eca151ff465a0894e675","ab_c_n_1","100","Normative","Second-order","Abortion","2","20","2","2","1","1","Left",94,68,"Sexual Assistance",46.647,"Everyone deserves equal opportunities. There is also no shame in sex work.",20
"2143","6001bd2d282af20ea6ccedc1","ab_c_n_1","100","Normative","Second-order","Abortion","1","24","1","4","1","1","Left",100,80,"Abortion",49.849,"I do not think a fetus has developed enough to experience and understand pain until very far on in the pregnancy",63
"2144","6019de139b6a551b974ed2ea","ab_c_n_1","82","Normative","Second-order","Abortion","2","25","1","3","1","1","Left",100,100,"Transgender Teen",56.569,"I believe they should be 21 before making these decisions. The reason being that if it is irreversible then I wouldn’t want a snap decision made at 18. I agree they should be able to make choices about their body however as it’s irreversible careful consideration must be made.",82
"2145","5fbceda5095f5d1df7dfa678","ab_c_n_1","100","Normative","Second-order","Abortion","2","22","1","4","1","1","Left",100,67,"Abortion",86.501,"It is my understanding that the fetus' brain will not have developed its receptors to pain until the final trimester.",75
"2146","5d52aa5ecdb5f100012bc625","ab_c_n_1","70","Normative","Second-order","Abortion","2","33","1","5","1","1","Left",68,19,"Surrogacy",50.695,"The agreement usually is entered in to willingly and the women is compensated",71
"2147","5f831239349843084d4cf649","ab_c_n_1","14","Normative","Second-order","Abortion","2","22","1","4","1","1","Left",63,68,"Sexual Assistance",51.484,"I am not entirely confident but I think it may help.",20
"2148","5fe1f8786079e1ca3a367fa6","ab_c_n_1","100","Normative","Second-order","Abortion","2","23","1","5","6","6","Right",100,31,"Abortion",47.789,"once theyre fully formed they can feel pain. but they have no concept of different emotions so they may not recognise a sensation as 'pain'.",31
"2149","6057810acf80d91784eb5b15","ab_c_n_1","100","Normative","Second-order","Abortion","3","18","1","2","1","1","Left",99,68,"Abortion",103.044,"One can generally get an abortion up until 26 weeks.",79
"2150","5f5634241dd5b50165a94243","ab_c_n_1","85","Normative","Second-order","Abortion","2","22","1","5","2","2","Left",75,100,"Transgender Teen",52.569,"I am currently 22 years old. There are things I didn't like about my body when I was younger that I have grown to love and I feel that I am still growing as a person and learning to be comfortable in my body. Making irreversible changes to your body is a huge move, and generally comes with risk and therefore when there is a chance your view of your body could change and you could gain confidence over whatever it is you wish to change, I think it is too risky to do so at such a young age when a) your body is still growing and changing and b) you are still maturing and changing as a person. There are obviously some circumstances in which this doesn't apply for example if someone has an abnormally large nose, and has maybe been insecure about this since they were a child, I feel 18ish is an appropriate age to make such a change,",81
"2151","604633f72d9cdc0a1b04fc3c","ab_c_n_1","41","Normative","Second-order","Abortion","2","25","1","4","2","2","Left",55,76,"Sexual Assistance",74.57,"I think it's something that is forgotten about with disabled peoples needs and is an important aspect of living, it would also make peoples quality of life higher. The only downside is people could maybe take advantage",77
"2152","60420bb25042bc00088c5376","ab_c_n_1","65","Normative","Second-order","Abortion","2","31","1","4","2","2","Left",68,6,"Vaccines",220.476,"There is a lot of misinformation about vaccines but the fact is they are safe for a large majority of people who get them, with minimal side effects.",70
"2153","5ed93aa1cfafce0e79722db4","ab_c_n_1","100","Normative","Second-order","Abortion","3","21","4","4","1","4","Left",100,100,"Sexual Assistance",47.204,"I feel that being able to pay a sex worker for assistance be a good resource for a disabled person to have.  A person's health includes their sexual health and this would help overcome some issues their disability may cause them.  I think it would help sex workers to have a reliable source of income through government funding and it would help legitimise their profession and make their work safer for them.",100
"2154","5f2efc6127d9ef108a1b41bd","ab_c_n_1","51","Normative","Second-order","Abortion","1","29","1","2","1","1","Left",22,60,"Sexual Assistance",46.426,"If something is entirely consensual and helps then it's not the worst idea in the world if everyone participating wants too.",51
"2155","5e95f6da048d680666443d78","ab_c_n_1","31","Normative","Second-order","Abortion","2","53","4","4","5","6","Right",68,34,"Vaccines",46.145,"They wouldn't allow the vs knee to be available if they had severe side effects",67
"2156","5e4250d9fb96eb0def6db974","ab_c_n_1","86","Normative","Second-order","Abortion","2","30","1","3","7","6","Right",82,67,"Surrogacy",46.166,"I don’t doubt that many woman become surrogate mothers for the right reasons, but there are some that will be from disadvantaged backgrounds or in bad situations that will be promised money for carrying a child, even if it’s not something that they would normal consider doing it really want to do. Money would be used as leverage.",65
"2157","5de191fe98e7951fbf0f8c6c","ab_c_n_1","100","Normative","Second-order","Abortion","2","21","1","4","2","2","Left",64,21,"Abortion",51.361,"I think that they can feel pain from quite an early age",63
