StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q5,ab_f_ref_1,su_f_ref_1,va_f_ref_1,gm_f_ref_1,sa_f_ref_1,br_f_ref_1,pb_f_ref_1,c_ref_1,Q75_First Click,Q75_Last Click,Q75_Page Submit,Q75_Click Count,explain,Q82_First Click,Q82_Last Click,Q82_Page Submit,Q82_Click Count,ab_f_1,ab_c_f_1,Q94_First Click,Q94_Last Click,Q94_Page Submit,Q94_Click Count,su_f_1,su_c_f_1,Q93_First Click,Q93_Last Click,Q93_Page Submit,Q93_Click Count,va_f_1,va_c_f_1,Q92_First Click,Q92_Last Click,Q92_Page Submit,Q92_Click Count,gm_f_1,gm_c_f_1,Q91_First Click,Q91_Last Click,Q91_Page Submit,Q91_Click Count,sa_f_1,sa_c_f_1,Q90_First Click,Q90_Last Click,Q90_Page Submit,Q90_Click Count,br_f_1,br_c_f_1,Q89_First Click,Q89_Last Click,Q89_Page Submit,Q89_Click Count,pb_f_1,pb_c_f_1,Q88_First Click,Q88_Last Click,Q88_Page Submit,Q88_Click Count,su_n_1,su_c_n_1,Q87_First Click,Q87_Last Click,Q87_Page Submit,Q87_Click Count,ab_n_1,ab_c_n_1,Q86_First Click,Q86_Last Click,Q86_Page Submit,Q86_Click Count,va_n_1,va_c_n_1,Q81_First Click,Q81_Last Click,Q81_Page Submit,Q81_Click Count,gm_n_1,gm_c_n_1,Q85_First Click,Q85_Last Click,Q85_Page Submit,Q85_Click Count,sa_n_1,sa_c_n_1,Q84_First Click,Q84_Last Click,Q84_Page Submit,Q84_Click Count,br_n_1,br_c_n_1,Q83_First Click,Q83_Last Click,Q83_Page Submit,Q83_Click Count,pb_n_1,pb_c_n_1,Q79,PROLIFIC_PID,STUDY_ID,default,issue
2021-08-16 08:40:28,2021-08-16 08:47:00,0,80.195.105.178,100,392,1,2021-08-16 08:47:00,R_1GWaUgnw3VE3FWA,,,,,50.834503173828125,-0.186004638671875,anonymous,EN-GB,1,,33,,,,,,73,9.742,66.589,67.288,12,"If you opt for surrogacy then there is a chance that you will be looking for so e kind of compensation or cost covering ",7.046,9.676,10.309,3,41,8,2.262,7.997,8.61,3,38,62,3.373,4.852,5.39,3,53,73,3.897,5.745,6.256,2,68,61,0.766,0.766,1.61,1,,,3.471,4.644,5.243,3,69,36,8.656,13.317,16.662,5,91,30,0.996,6.188,6.826,3,72,70,3.877,7.872,8.414,3,68,65,2.238,10.719,13.28,5,67,67,3.681,5.403,6.006,2,66,65,3.068,10.465,10.991,5,37,100,5.471,7.868,9.519,3,70,69,2.468,11.784,12.552,5,33,69,5db403f9aa516e000a500822,5db403f9aa516e000a500822,611666eb61bb33529fc1877d,fact,su
2021-08-16 09:08:20,2021-08-16 09:13:08,0,109.152.222.221,100,288,1,2021-08-16 09:13:08,R_xnCmswxxcBUTIS5,,,,,51.4429931640625,0.3267974853515625,anonymous,EN-GB,1,39,,,,,,,42,15.246,31.37,48.832,3,I know its somewhere between the 2nd and 3rd trimester and I think its nearer to the second. I dont believe scientists are entrirly sure but the body and brain starts forming from the 2nd trimester so that would be the most obvious start of pain being felt.,3.494,6.734,7.678,2,31,70,5.315,6.924,8.349,2,70,64,4.086,5.874,6.491,2,0,100,4.471,9.745,10.395,4,82,84,5.118,7.331,8.144,2,91,88,3.097,5.259,5.985,3,31,57,6.639,8.66,9.76,2,86,81,5.598,9.29,9.892,3,100,99,2.61,7.046,7.944,3,90,77,4.808,7.32,8.382,2,33,72,4.073,6.248,7.018,2,33,69,5.081,7.801,8.501,3,69,69,3.413,5.957,6.588,2,31,72,7.702,10.246,11.326,2,95,90,5eac3c1950fecd25d2d6d5ed,5eac3c1950fecd25d2d6d5ed,611666eb61bb33529fc1877d,fact,ab
2021-08-16 09:10:38,2021-08-16 09:14:05,0,94.13.79.74,100,206,1,2021-08-16 09:14:05,R_ctBy63PgIX5Umop,,,,,50.786895751953125,-1.896392822265625,anonymous,EN-GB,1,,52,,,,,,83,5.512,39.263,47.825,23,"I feel that although many surrogate mothers do so to aid family members or friends - some mothers that do so purely for the money are at risk of exploitation. ",5.11,7.044,7.45,3,38,85,2.012,6.719,7.133,8,68,71,2.807,4.919,5.864,4,7,93,3.012,6.382,7.496,7,81,59,3.436,6.221,6.589,8,84,85,2.236,7.099,7.797,11,82,90,4.793,6.198,7.216,4,99,91,3.294,5.247,6.558,4,89,72,2.361,3.528,3.966,3,93,87,5.1,7.779,8.759,6,18,85,2.628,7.231,7.922,7,20,90,1.06,5.244,5.73,4,24,77,3.627,7.113,7.694,8,99,99,1.355,8.935,9.799,8,76,75,5f220c46ea65e6206aa0a74d,5f220c46ea65e6206aa0a74d,611666eb61bb33529fc1877d,fact,su
2021-08-16 09:11:42,2021-08-16 09:19:02,0,81.100.219.128,100,440,1,2021-08-16 09:19:02,R_27iXImaTNsqlcvY,,,,,52.6260986328125,1.30340576171875,anonymous,EN-GB,1,,,,,,67,,40,16.1,74.559,83.901,7,"It could be needed for some but not all developments. I don't like the idea of animal testing, but the alternative is human testing straight away. I am not an expert, but it is important to know how a drug for example will affect the whole body together rather than using it in isolation on tissue samples and trying to extrapolate from that. ",13.015,14.968,15.111,2,40,,7.796,14.367,15.014,5,29,45,7.352,11.59,12.798,4,16,66,4.09,8.918,9.738,4,79,65,4.858,11.752,12.822,5,67,15,2.752,5.396,6.103,3,67,39,4.87,14.595,15.042,3,,68,3.869,5.797,6.386,3,94,77,6.086,9.99,12.064,4,19,74,11.69,13.138,15.013,2,64,59,2.263,6.821,7.457,3,1,82,3.303,7.952,9.882,4,68,66,5.525,14.529,14.925,5,61,33,4.889,14.875,15.011,4,40,66,610c17b4842cdf96591598e9,610c17b4842cdf96591598e9,611666eb61bb33529fc1877d,fact,br
2021-08-16 09:16:36,2021-08-16 09:23:39,0,51.194.17.100,100,422,1,2021-08-16 09:23:39,R_ue2SrEkYHKHWjy9,,,,,51.3303985595703125,-0.26800537109375,anonymous,EN-GB,1,24,,,,,,,69,77.964,103.303,104.037,5,I believe a human foetus can feel pain from around 24 weeks my understanding is from what I have read and heard only.  I imagine many tests have been done for this to be what is known.,5.895,7.999,9.175,2,25,67,8.248,11.432,13.011,2,42,68,7.234,8.89,9.469,2,40,81,3.953,5.637,6.575,2,58,36,7.081,8.589,10.032,2,66,52,6.032,10.068,11.798,2,56,77,8.543,10.431,11.423,2,61,69,5.431,7.927,9.019,2,100,100,7.558,9.606,10.214,2,69,84,5.979,8.939,9.566,2,43,70,3.551,5.759,6.99,2,51,43,5.277,6.593,7.842,2,56,58,0,0,2.219,0,,,11.293,13.433,14.077,2,89,89,589cb50d4d580c0001e09d16,589cb50d4d580c0001e09d16,611666eb61bb33529fc1877d,fact,ab
2021-08-16 09:22:18,2021-08-16 09:27:26,0,151.230.198.220,100,308,1,2021-08-16 09:27:27,R_1illPu7FbdYErfq,,,,,51.5395965576171875,-3.5937957763671875,anonymous,EN-GB,1,,,,,68,,,68,41.444,46.662,54.977,2,If someone with physical disability are struggling to meet sexual needs then paying someone would likely increase the possibility of them meeting these needs.  How much it would meet the needs would be a debate but nonetheless I would like to think that if you are paying someone for a service to improve something it does that in someway.,10.247,12.634,13.143,3,36,62,8.749,10.414,13.89,4,,69,4.362,6.291,7.146,3,31,76,7.111,8.843,9.667,2,61,60,0.098,5.85,6.926,5,68,67,4.393,5.601,6.706,2,68,69,6.004,14.907,15.125,4,85,69,8.093,9.558,10.946,2,68,65,4.628,6.34,6.723,2,89,91,5.252,6.702,7.676,2,50,67,7.72,7.72,8.604,1,,69,7.98,9.277,10.816,2,60,58,4.179,6.588,7.69,3,67,68,8.753,8.753,10.663,1,,71,6106e63593115f817ceba230,6106e63593115f817ceba230,611666eb61bb33529fc1877d,fact,sa
2021-08-16 09:24:32,2021-08-16 09:31:39,0,82.11.195.153,100,427,1,2021-08-16 09:31:40,R_3D58Af5CrujKp9L,,,,,50.7241058349609375,-1.789093017578125,anonymous,EN-GB,1,,,38,,,,,74,59.241,65.741,67.161,3,"In general cases are mild and rare. Whilst there are examples of extreme reactions these are extremely rare and in the majority of cases there is no reaction at all. Since all vaccines are extensively tested before being released one can be confident in its general effectiveness. In most cases where there is a reaction, the reaction is milder then the disease itself.",5.256,7.575,8.546,2,27,45,6.165,7.758,8.784,2,33,67,4.153,6.468,7.435,2,32,72,10.082,11.997,13.252,2,77,72,7.507,9.16,9.873,2,70,68,7.596,9.874,11.15,2,65,33,7.79,9.214,10.002,2,69,65,6.574,8.16,9.176,2,82,68,4.473,7.789,8.571,3,88,89,6.892,9.089,9.901,2,38,68,6.644,11.567,15.009,2,33,68,6.82,8.486,9.431,2,39,37,6.96,9.578,11.031,2,58,18,8.545,10.225,11.696,2,81,72,5fbe4fc3b2caf10f92e994ec,5fbe4fc3b2caf10f92e994ec,611666eb61bb33529fc1877d,fact,va
2021-08-16 09:29:53,2021-08-16 09:33:33,0,86.169.170.30,100,219,1,2021-08-16 09:33:33,R_2AFFh1N4wJqcVPn,,,,,55.0529937744140625,-2.139892578125,anonymous,EN-GB,1,,,,,,,75,86,8.095,34.805,51.311,19,"Permanent modifications should only be undertaken when able to appreciate the long lasting implications. Teenagers don't have this capacity ",3.288,5.589,5.863,3,76,30,2.476,7.204,7.689,7,40,60,3.433,4.594,4.923,3,24,83,2.2,5.365,5.756,6,92,91,2.056,6.287,6.73,7,35,36,2.573,5.36,5.612,5,70,39,3.501,5.139,5.432,3,83,82,3.581,5.235,5.52,3,89,84,2.298,3.228,3.697,2,23,77,3.595,5.879,6.23,3,62,36,3.883,4.687,5.034,2,12,83,1.768,4.586,4.94,4,26,80,4.306,5.154,5.466,2,37,70,4.88,7.971,8.326,5,83,84,60f598bed05bb47601de0de0,60f598bed05bb47601de0de0,611666eb61bb33529fc1877d,fact,pb
2021-08-16 09:36:41,2021-08-16 09:39:58,0,101.100.131.171,100,196,1,2021-08-16 09:39:58,R_2YV7sb3mJq01sMe,,,,,-41,174,anonymous,EN-GB,1,,,,32,,,,66,5.028,45.655,46.645,6,"i dont believe that genetically modified crops are good for people. they should remain all natural ",3.23,4.473,5.236,2,62,68,4.983,6.469,7.314,2,26,73,3.773,7,8.323,3,26,82,2.662,4.098,4.922,2,30,74,3.969,6.337,7.099,3,62,70,3.231,5.211,6.024,2,0,100,4.671,4.671,5.516,1,,65,5.109,7.133,7.898,2,93,89,2.765,4.866,5.74,3,38,72,4.983,7.005,7.926,2,68,70,3.097,5.024,5.745,3,75,73,5.777,7.013,8.148,2,62,64,3.257,6.665,7.277,4,0,100,9.665,12.779,13.741,3,71,69,60fd4409766be43e802b0bbb,60fd4409766be43e802b0bbb,611666eb61bb33529fc1877d,fact,gm
2021-08-16 09:43:20,2021-08-16 09:48:17,0,62.31.146.220,100,297,1,2021-08-16 09:48:18,R_1q24dbcRIz0GvmY,,,,,51.268707275390625,0.5782928466796875,anonymous,EN-GB,1,,,,,,,100,73,17.514,47.657,48.375,7,I think you are more impulsive as a teenager and you learn to accept your body as you get older,0,0,15.013,0,,,0,0,15.117,0,,,0,0,15.123,0,,,1.687,4.215,4.956,4,71,71,8.043,10.691,11.185,4,68,100,0,0,15.025,0,,,1.588,6.661,7.949,4,100,100,1.211,4.299,5.082,4,100,100,14.296,14.296,15.015,1,87,,0,0,15.115,0,,,8.062,14.094,14.868,5,68,72,4.762,7.802,8.647,3,61,36,4.425,8.057,8.947,4,0,100,4.932,9.972,10.756,4,71,78,5efc76ccb3e79801de0576d0,5efc76ccb3e79801de0576d0,611666eb61bb33529fc1877d,fact,pb
2021-08-16 09:48:05,2021-08-16 09:52:30,0,87.75.97.7,100,265,1,2021-08-16 09:52:31,R_3siiKb4p1jcjpX9,,,,,50.966094970703125,-1.3347930908203125,anonymous,EN-GB,1,,67,,,,,,68,8.391,32.079,46.614,4,Surrogate mothers are carrying a baby normally for money. The problem is the natural maternal instinct that may make it difficult to not have detachment issues when the baby has to be given up.,3.34,4.8,5.633,2,31,99,5.424,6.424,7.302,2,69,71,4.369,7.058,7.883,3,32,88,2.33,3.926,4.76,2,67,82,4.421,6.6,7.548,3,32,72,4.577,6.461,7.463,3,33,71,5.502,7.306,8.063,3,100,100,5.047,6.101,7.054,2,69,70,5.785,6.694,7.619,2,51,51,4.938,6.806,7.611,2,68,77,2.962,5.178,5.991,3,31,70,7.382,8.55,9.436,2,68,69,4.127,6.439,7.222,4,27,100,6.505,7.865,9.092,2,75,78,6055adff938d69192ff7c9a0,6055adff938d69192ff7c9a0,611666eb61bb33529fc1877d,fact,su
2021-08-16 10:06:08,2021-08-16 10:11:10,0,195.99.190.100,100,301,1,2021-08-16 10:11:10,R_2eWK0lCTk4bh57E,,,,,51.3153076171875,0.3596038818359375,anonymous,EN-GB,1,,,,,67,,,63,23.903,28.073,46.508,2,"I believe that sex work is a valid form of work and should be treated as such, my concern would be more for sex workers, that they are treated fairly, paid fairly and protected by legislation/ unions",7.774,9.762,10.469,2,64,69,6.286,14.055,15.006,2,41,,3.507,8.678,9.646,3,33,20,3.061,5.748,6.088,3,61,61,0.386,0.386,15.007,1,,,3.583,5.765,6.628,2,61,61,8.497,14.039,15.009,2,70,61,5.962,7.576,8.104,2,69,72,2.828,4.889,5.937,2,26,27,5.292,7.082,8.062,2,44,63,5.903,8.49,9.853,2,35,65,3.761,7.529,8.171,3,43,58,0.176,7.03,7.676,3,63,64,2.067,8.62,9.599,3,63,44,61069589d083eb88502e5347,61069589d083eb88502e5347,611666eb61bb33529fc1877d,fact,sa
2021-08-16 10:17:57,2021-08-16 10:22:53,0,92.2.189.12,100,296,1,2021-08-16 10:22:54,R_5uvpR7XLx2rC9yh,,,,,53.54949951171875,-2.765899658203125,anonymous,EN-GB,1,,,,,,36,,70,2.416,27.396,131.205,9,I feel that the majority of testing can be carried out not using animals but maybe the last stage needs to be tested that way,7.831,10.868,11.836,3,35,1,1.478,3.412,4.083,3,69,70,2.125,4.502,5.232,4,32,72,1.048,2.981,3.716,3,66,66,2.412,3.745,4.531,3,99,68,5.313,7.437,8.105,3,66,67,2.385,9.593,10.187,5,76,73,3.342,4.584,5.201,3,99,100,2.302,7.616,8.245,4,32,69,3.778,6.605,7.38,4,34,100,5.418,9.544,11.049,4,36,67,5.871,8.295,8.918,4,66,63,2.128,6.058,6.767,4,33,66,5.108,7.89,8.698,4,0,100,5ebb181db15eb00df88ce17b,5ebb181db15eb00df88ce17b,611666eb61bb33529fc1877d,fact,br
2021-08-16 10:28:00,2021-08-16 10:32:31,0,86.166.205.235,100,270,1,2021-08-16 10:32:31,R_2EaWtKnImLQUr12,,,,,53.9087982177734375,-1.3489990234375,anonymous,EN-GB,1,62,,,,,,,33,12.694,40.346,48.376,8,In it's early stages the foetus isn't fully developed,4.948,7.434,8.131,3,66,73,5.483,7.693,9.842,3,35,79,3.778,5.889,6.801,3,29,95,3.781,5.359,6.49,2,68,77,6.96,9.628,11.044,3,65,73,5.1,7.362,8.401,3,69,90,5.545,8.668,9.986,3,79,99,4.531,6.929,8.056,3,100,100,4.041,6.748,8.021,2,70,30,5.183,7.637,10.221,2,97,95,3.699,6.304,7.3,4,32,75,3.75,5.951,7.381,3,33,81,6.297,12.356,13.602,4,61,43,7.55,13.915,15.011,7,93,100,60f19bc58ba2fcd8cc2a59c5,60f19bc58ba2fcd8cc2a59c5,611666eb61bb33529fc1877d,fact,ab
2021-08-16 10:32:57,2021-08-16 10:39:17,0,62.254.153.67,100,380,1,2021-08-16 10:39:18,R_NXhdHeqquKz0w8h,,,,,56.4210052490234375,-3.476593017578125,anonymous,EN-GB,1,,,,100,,,,80,23.789,43.508,47.478,4,"I believe that GM crops will be beneficial to humans and suitable for human consumption. I realise that some will have an issue with genetically modifying plants, but it can have a lot of great benefits, such as being able to grow in harsh environments, become more hardy or cheaper to produce, have more vitamins and minerals such as, I think sunflower rice?",7.09,8.794,9.732,2,65,8,5.498,7.618,8.731,2,33,18,4.53,6.538,7.499,2,0,100,3.03,5.062,5.967,2,96,81,5.346,8.13,9.389,2,67,33,3.04,5.504,6.53,2,84,55,8.506,12.099,12.667,2,100,88,4.036,7.54,8.829,2,82,57,6.564,14.692,15.109,3,0,91,4.634,7.162,11.899,2,0,100,4.325,5.765,15.115,2,0,100,6.576,8.224,9.249,2,58,17,3.906,5.618,6.739,2,67,19,9.265,10.833,11.803,2,67,31,6053119a40380abdb4e35a4c,6053119a40380abdb4e35a4c,611666eb61bb33529fc1877d,fact,gm
2021-08-16 10:40:09,2021-08-16 10:44:03,0,86.4.41.122,100,234,1,2021-08-16 10:44:03,R_1P64RPjY7ynBY8Y,,,,,53.400299072265625,-2.21539306640625,anonymous,EN-GB,1,,,,,,,100,70,12.157,16.505,46.731,3,This is an irreversible decision and I think anyone should wait as long as possible before making such a choice,4.767,6.583,8.404,2,29,15,4.897,6.705,7.973,2,68,75,4.455,7.011,7.839,2,33,74,3.526,5.256,6.595,2,89,70,7.97,9.232,10.053,2,70,46,3.125,4.836,6.464,2,31,37,4.036,6.719,7.614,2,100,76,5.826,7.301,8.139,2,72,39,3.13,5.135,6.459,2,100,90,4.419,7.732,8.566,2,38,68,3.871,5.412,6.778,2,31,41,5.066,6.946,8.349,2,11,79,3.372,4.906,6.301,2,25,70,8.335,10.035,11.318,2,100,83,5e9da14442f41809eb155db4,5e9da14442f41809eb155db4,611666eb61bb33529fc1877d,fact,pb
2021-08-16 10:40:37,2021-08-16 10:45:08,0,86.3.128.68,100,270,1,2021-08-16 10:45:08,R_3LYEFuZDQDYw5c4,,,,,51.486602783203125,-3.1549072265625,anonymous,EN-GB,1,,,,,,25,,13,3.381,48.097,48.709,5,"Although it seems that testing on animals can be useful and often speed up the process of approving medicines and cosmetics, I'm not sure that it is always (or even very often) that neccessary, there are other ways to guarantee the safety of the product",3.903,8.407,8.932,5,100,62,7.139,8.674,9.894,2,40,6,6.199,9.327,10.409,3,19,81,3.802,5.212,6.471,2,73,30,3.353,7.753,8.81,3,63,19,4.226,7.939,8.981,2,38,45,7.925,10.896,12.052,3,57,63,3.513,9.4,10.732,3,73,67,3.984,9.247,10.029,7,5,96,3.797,5.488,6.424,2,3,87,4.782,6.811,7.921,2,8,55,5.139,7.505,9.316,2,36,51,5.533,5.533,15.011,1,21,,6.411,9.477,10.846,2,16,68,60fd3c45c27e8980ed285ae0,60fd3c45c27e8980ed285ae0,611666eb61bb33529fc1877d,fact,br
2021-08-16 10:45:51,2021-08-16 10:51:36,0,86.181.232.94,100,345,1,2021-08-16 10:51:37,R_1DTOVSgyFMUcbvo,,,,,53.9308013916015625,-0.8083038330078125,anonymous,EN-GB,1,,,,,69,,,100,54.326,72.463,73.279,2,"I think it could help people with disabilities need their needs, however I don't think it is something that should be funded by benefits or tax payers money. It should be something covered by personal income. ",4.239,5.953,6.707,2,32,100,0.145,7.151,8.143,3,0,72,5.29,6.704,7.264,2,16,100,4.34,5.853,6.516,2,80,100,4.56,5.952,6.788,2,74,100,5.188,8.004,8.648,2,34,73,5.944,7.126,8.007,2,69,100,6.098,7.757,8.503,2,100,100,3.517,4.732,5.295,2,67,100,7.668,8.968,9.969,2,72,100,8.447,9.852,10.548,2,28,67,4.812,6.211,7.451,2,0,100,5.565,7.014,7.665,2,41,69,13.303,15.037,15.108,2,25,64,5d3df84e807d3500014e3496,5d3df84e807d3500014e3496,611666eb61bb33529fc1877d,fact,sa
2021-08-16 10:42:03,2021-08-16 10:58:26,0,41.147.1.2,100,982,1,2021-08-16 10:58:26,R_10wRC01eWrL4M17,,,,,-34.0485992431640625,18.4810943603515625,anonymous,EN-GB,1,,42,,,,,,38,42.717,83.956,93.253,3,"It depends on which definition of exploitation you choose to use. In an educated society, where there is adequate health care, social care and organized social and welfare system, I believe there will be enough controls, support, and laws in place to protect any vulnerable women who may feel pressurized to become a surrogate mother. I think surrogacy is an admirable thing to do for a couples that can't for whatever reason have their own children, or carry a pregnancy to full term. I think they should be compensated for all the medical expenses, plus the time that they are unable to work due to the pregnancy. Although I do believe that in developing countries, women could be exploited as the checks and balances are not in place to prevent and protect these women, and money could be the only reason they do it. But as long as there is a contract of some sort in place, the surrogate mother is not endangering her own life by carrying the child, she agrees to it, and she is of sound mind and body, I think it's okay. I would think exploitation could happen in a small percentage of cases. The surrogate would also have to go through some medical procedures before the successful pregnancy, and would have to be in total agreement with what is expected of her.",9.469,11.837,15.127,2,38,35,5.15,9.614,11.958,3,34,46,8.398,12.183,15.036,3,15,81,3.516,5.437,7.174,2,67,70,6.489,10.826,15.018,3,78,65,4.746,6.449,7.778,2,72,67,6.651,9.587,10.666,2,72,80,4.936,8.577,9.239,3,100,93,5.369,8.914,12.802,2,18,68,6.287,8.957,10.234,3,100,83,4.819,6.867,7.892,2,30,60,7.456,9.535,10.432,2,65,61,5.212,8.052,9.325,2,55,25,12.721,12.721,15.017,1,51,,5ef0a866cd9cde0fcd0d2f77,5ef0a866cd9cde0fcd0d2f77,611666eb61bb33529fc1877d,fact,su
2021-08-16 10:58:29,2021-08-16 11:04:33,0,213.249.156.206,100,363,1,2021-08-16 11:04:34,R_3hydnYMnSIQQeET,,,,,53.7678070068359375,-0.300506591796875,anonymous,EN-GB,1,,,51,,,,,67,26.33,46.07,48.616,3,I regard them as rare/severe but there wasn't that option. I've heard and read plenty of people say they've had mild symptoms but we never hear of the major symptoms or deaths.,5.195,6.473,7.333,2,66,70,0.182,12.24,12.92,7,32,74,13.06,14.453,15.107,2,60,,2.412,3.782,4.876,2,71,72,9.32,11.658,12.832,2,68,67,4.681,6.795,7.918,2,67,66,7.186,8.568,9.756,2,72,74,5.002,6.616,7.903,2,71,76,5.424,8.305,9.052,2,91,86,5.07,7.594,8.681,2,100,100,0,0,15.108,0,,,6.674,8.486,11.078,2,63,67,3.943,6.731,7.976,3,70,71,6.683,8.152,9.793,2,100,100,5bad1d74d4d34100017cd193,5bad1d74d4d34100017cd193,611666eb61bb33529fc1877d,fact,va
2021-08-16 11:01:55,2021-08-16 11:11:18,0,82.12.81.170,100,562,1,2021-08-16 11:11:18,R_2AHfpDQvGoDBxgM,,,,,51.46380615234375,0.143402099609375,anonymous,EN-GB,1,67,,,,,,,32,139.526,176.15,199.075,5,"Studies have shown that based on gestational age the fetus is not capable of feeling pain until the third trimester ",4.64,5.952,7.277,2,66,69,6.255,8.543,10.66,2,66,70,6.242,8.314,9.408,2,32,71,7.877,9.653,11.402,2,68,68,8.115,10.531,13.056,2,67,78,5.705,8.121,13.031,3,33,67,9.081,11.201,12.902,2,51,69,6.665,9.17,15.112,5,8,,6.162,7.466,9.07,2,68,69,0.244,0.772,1.602,2,,98,5.948,7.716,9.489,2,34,70,6.1,7.467,9.912,2,33,72,5.085,7.141,9.578,3,31,98,10.275,13.588,14.888,5,95,78,5edd71517bdc7e9b05873eb0,5edd71517bdc7e9b05873eb0,611666eb61bb33529fc1877d,fact,ab
2021-08-16 11:12:21,2021-08-16 11:17:01,0,86.190.61.104,100,279,1,2021-08-16 11:17:01,R_3iEeP7wt4kz24e6,,,,,55.8096923828125,-4.1609954833984375,anonymous,EN-GB,1,,,,,19,,,18,12.443,37.407,48.001,6,"I don't think this would be a suitable way of fulfilling disabled needs. but as someone who is not disabled, I can appreciate that I may be wrong about this.",7.111,10.019,10.833,2,30,12,7.274,11.042,12.359,3,31,50,6.139,9.926,10.964,2,33,89,10.017,12.253,15.107,2,68,50,7.467,13.982,15.008,7,23,21,0,0,0.256,0,,,7.846,14.098,15.005,4,50,70,9.694,11.891,13.216,2,77,77,3.482,7.204,8.492,3,50,50,3.589,9.897,10.605,4,9,88,5.533,9.593,10.477,3,33,68,8.957,12.947,13.767,3,18,34,9.44,11.558,12.566,2,0,87,5.881,11.195,12.575,3,62,20,5efc9190d8b4ba050a97f67d,5efc9190d8b4ba050a97f67d,611666eb61bb33529fc1877d,fact,sa
2021-08-16 11:21:27,2021-08-16 11:28:02,0,90.195.112.146,100,395,1,2021-08-16 11:28:02,R_2RUQQY1bdf6qESI,,,,,56.0800933837890625,-3.400604248046875,anonymous,EN-GB,1,,67,,,,,,33,4.83,14.663,47.329,4,"I don't know much about surrogate mothers, but I can see a situation where the 'demand side'- people looking for surrogate mothers, in an 'unregulated' market (ie willing to pay whatever price they can) on the one hand and young women tempted by this money to act as surrogates would lead to exploitation i.e. there is no consistent or tran sparent process that the rights/status of surrogate mothers or the procedures of finding them versus the donors.",5.809,7.748,8.69,2,21,33,3.463,6.29,7.372,3,70,30,3.903,6.956,8.363,4,3,91,3.682,6.621,7.721,3,76,81,2.436,8.5,9.7,4,81,32,2.993,5.119,6.283,3,82,79,5.813,10.587,12.642,4,93,74,7.56,10.29,11.243,3,33,39,3.01,4.539,5.649,2,90,70,4.629,8.534,9.669,3,51,17,3.412,6.628,7.597,3,33,69,3.597,7.527,8.69,3,41,57,2.886,6.342,7.4,3,69,70,3.368,10.146,11.375,5,100,100,5c534b3807c57c00012d9686,5c534b3807c57c00012d9686,611666eb61bb33529fc1877d,fact,su
2021-08-16 11:24:04,2021-08-16 11:28:13,0,192.41.128.2,100,249,1,2021-08-16 11:28:13,R_27PcLAoopIfz5cn,,,,,55.9488983154296875,-3.1631927490234375,anonymous,EN-GB,1,,,,,,,75,32,41.057,43.661,46.261,2,Different teenagers will be more sure of their own identities at different ages so I am not particularly confident it determining one specific age at which all teenagers would be ready to make such decisions,4.135,6.429,7.49,2,91,39,4.167,6.293,7.281,2,36,47,3.711,5.473,7.066,2,32,75,3.848,5.209,6.737,2,68,58,5.469,7.463,8.42,2,59,59,7.976,9.192,10.542,2,56,40,4.554,6.605,7.548,2,72,35,4.847,6.351,7.579,2,90,69,3.611,5.283,6.555,2,15,68,5.801,7.543,9.115,2,25,68,3.683,6.059,6.966,2,28,64,5.388,8.191,8.956,2,39,40,4.432,6.141,7.661,2,57,42,6.99,8.883,11.036,2,25,66,5ec9313c4e028f4247cacaa8,5ec9313c4e028f4247cacaa8,611666eb61bb33529fc1877d,fact,pb
2021-08-16 11:25:25,2021-08-16 11:29:08,0,82.42.140.160,100,222,1,2021-08-16 11:29:08,R_1nO4OPlqvxXWBx4,,,,,53.4971923828125,-1.1808013916015625,anonymous,EN-GB,1,,,0,,,,,86,39.441,46.725,47.11,6,They test vaccines and nearly most of the time people dont get bad side effects,5.585,6.934,8.85,3,41,68,6.867,7.822,8.398,2,50,31,3.065,3.955,4.382,2,0,100,5.7,11.257,11.839,4,14,90,8.815,10.891,11.267,5,50,41,5.14,6.253,6.621,3,52,51,4.058,4.975,5.391,2,70,78,8.195,8.995,9.394,2,66,63,2.657,6.061,7.695,6,75,79,2.843,5.763,6.261,4,71,85,4.452,5.971,6.29,3,78,100,6.711,9.527,9.832,4,38,13,10.359,12.28,12.624,3,0,82,2.339,8.038,8.428,6,100,100,5a8c4fcb8fe2dc0001063a62,5a8c4fcb8fe2dc0001063a62,611666eb61bb33529fc1877d,fact,va
